label,message,clean_text
ham,"Hiya, probably coming home * weekend after next",hiya probably coming home weekend after next
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,don t forget though that i love you i walk beside you watching over you keeping your heart warm
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,i wish things were different i wonder when i will be able show you how much i value you pls continue brisk walks no drugs without askin me please find things laugh about i love you dearly
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,ok both our days so what you making dinner tonite am i invited
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,gr new service live sex video chat your mob see sexiest dirtiest girls live ur phone number details text horny number cancel send stop number
ham,I have no money 4 steve mate! !,i have no money number steve mate
ham,IM LATE TELLMISS IM ON MY WAY,im late tellmiss im my way
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame day ur life good days give u happiness bad days give u experience both essential life all gods blessings good morning
ham,Normally i use to drink more water daily:),normally i use drink more water daily
ham,Dare i ask... Any luck with sorting out the car?,dare i ask any luck sorting out car
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",party s my place usf no charge but if you can contribute any way it greatly appreciated yeah we got room one more
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",urgh coach hot smells chip fat thanks again especially duvet not predictive text word
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,hiya how was last night i ve been naughty bought myself clothes very little ready more shopping tho what kind time do you wanna meet
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,freemsg hi baby wow just got new cam moby wanna c hot pic fancy chat im w utxt rply chat number hlp number msg p rcv
ham,I've been trying to reach him without success,i ve been trying reach him without success
ham,when you and derek done with class?,when you derek done class
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,never y lei i v lazy got wat dat day send me da url cant work one
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,never try alone take weight tear that comes out ur heart falls through ur eyes always remember stupid friend here share bslvyl
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,hey mate spoke mag people we re deliver by end month deliver th sept talk later
ham,Hope you are having a good week. Just checking in,hope you having good week just checking
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",haha my friend tyler literally just asked if you could get him dubsack
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,hey do u fancy meetin me number cha hav lil beverage me if not txt ring me we can meet up l r quite tired got number v pist love pete x x x
ham,Great. Have a safe trip. Dont panic surrender all.,great have safe trip dont panic surrender all
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",symptoms when u love number u like listening songs number u get stopped where u see name your beloved number u won t get angry when your
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,sun ah thk mayb can if dun have anythin thk have book e lesson e pilates orchard mrt u noe hor
ham,Try to do something dear. You read something for exams,try do something dear you read something exams
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",number wonders my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
ham,Gettin rdy to ship comp,gettin rdy ship comp
ham,I am in hospital da. . I will return home in evening,i am hospital da i will return home evening
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss talking someone that realise u that point this it now read it backwards
ham,Think + da. You wil do.,think da you wil do
ham,I'm awake oh. What's up.,i m awake oh what s up
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,good afternoon my boytoy how goes that walking here there day did you get that police abstract you still out about i wake miss you babe
ham,How much u trying to get?,how much u trying get
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",come around lt decimal gt pm vikky i m otside nw il come by tht time
ham,Tell me again what your address is,tell me again what your address
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said i m d sweetest d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,should i buy him blackberry bold number torch should i buy him new used let me know plus you saying i should buy lt gt g wifi ipad what you saying about about lt gt g
ham,But you were together so you should be thinkin about him,but you were together so you should be thinkin about him
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya hows it going sunny africa hope u r avin good time give that big old silver back big kiss from me
ham,At WHAT TIME should i come tomorrow,what time should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wanna have laugh try chit chat your mobile now logon by txting word chat send it no number cm po box number london w zf number p msg rcvd
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",cha quiteamuzing that scool babe probpop cu satthen hunny brekkie love jen xxx psxtra lrg portions number me please
ham,Omg how did u know what I ate?,omg how did u know what i ate
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,urgent this nd attempt contact u u have won call number b t csbcm wc n xx callcost ppmmobilesvary max number number
ham,:( but your not here....,but your not here
ham,Not directly behind... Abt 4 rows behind ü...,not directly behind abt number rows behind
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratulations ur awarded number cd vouchers gift guaranteed free entry number number wkly draw txt music number
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",had your contract mobile number mnths latest motorola nokia etc all free double mins text orange tariffs text yes callback no remove from records
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgent call number from your landline your complimentary number ibiza holiday number number cash await collection sae t cs po box number sk wp number ppm number
ham,No plans yet. What are you doing ?,no plans yet what you doing
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,hi my engagement has been fixd lt gt th next month i know its really shocking bt hmm njan vilikkam t ws al sudn
ham,Not course. Only maths one day one chapter with in one month we can finish.,not course only maths one day one chapter one month we can finish
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),wow didn t think it was that common i take it all back ur not freak unless u chop it off
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win number wkly shopping spree txt shop number t s c s url custcare number x p wk
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo please last thing i need stress once your life be fair
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u have secret admirer who looking number make contact u find out who they r reveal who thinks ur so special call number stopsms ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",mila age blonde new uk i look sex uk guys if u like fun me text mtalk number number pp txt st free number number increments help
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",i ll see if i can swing by bit got some things take care here firsg
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),i wanted wish you happy new year i wanted talk you about some legal advice do when gary i split but person i ll make trip ptbo that i hope everything good you babe i love ya
ham,Have you not finished work yet or something?,have you not finished work yet something
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow i am not going theatre so i can come wherever u call me tell me where when come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,well done england get official poly ringtone colour flag yer mobile text tone flag number now opt out txt eng stop box w wx number number
ham,Right it wasnt you who phoned it was someone with a number like yours!,right it wasnt you who phoned it was someone number like yours
ham,It's ok i wun b angry. Msg u aft i come home tonight.,it s ok i wun b angry msg u aft i come home tonight
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,i had good time too its nice do something bit different my weekends change see ya soon
ham,Yo sorry was in the shower sup,yo sorry was shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlos down but i have pick it up from him so i ll swing by usf little bit
ham,Full heat pa:-) i have applyed oil pa.,full heat pa i have applyed oil pa
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,i m stuck da middle da row da right hand side da lt
ham,Have you laid your airtel line to rest?,have you laid your airtel line rest
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi did u decide wot number get number his bday if not ill prob jus get him voucher frm virgin sumfing
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg txt call no number claim your reward number hours talk time use from your phone now subscribe gbp mnth inc hrs number stop txtstop
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",hey j r u feeling any better hopeso hunny i amnow feelin ill ithink i may have tonsolitusaswell damn iam layin bedreal bored lotsof luv me xxxx
ham,And I don't plan on staying the night but I prolly won't be back til late,i don t plan staying night but i prolly won t be back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx number puttin da fone down me
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",i need th but i m off campus atm could i pick up hour two
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,been running but only managed number minutes then needed oxygen might have resort roller option
ham,We live in the next  &lt;#&gt; mins,we live next lt gt mins
ham,Y de asking like this.,y de asking like this
ham,Just glad to be talking to you.,just glad be talking you
ham,Wat time ü finish?,wat time finish
ham,Sorry da. I gone mad so many pending works what to do.,sorry da i gone mad so many pending works what do
ham,How much you got for cleaning,how much you got cleaning
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,hows my favourite person today r u workin hard couldn t sleep again last nite nearly rang u number number
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshine quiz win super sony dvd recorder if you canname capital australia text mquiz number b
ham,Ü called dad oredi...,called dad oredi
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,good do you think you could send me some pix i would love see your top bottom
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm i m going wear my sport shoes anyway i m going be late leh
ham,"Sorry, I'll call later In meeting.",sorry i ll call later meeting
ham,THIS IS A LONG FUCKIN SHOWR,this long fuckin showr
ham,"Received, understood n acted upon!",received understood n acted upon
ham,They finally came to fix the ceiling.,they finally came fix ceiling
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha love got it dont mis me
ham,Jus finish blowing my hair. U finish dinner already?,jus finish blowing my hair u finish dinner already
ham,I'm on the bus. Love you,i m bus love you
ham,Lol ... I knew that .... I saw him in the dollar store,lol i knew that i saw him dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative number number number between am pm as you have won guaranteed number cash number prize
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,todays voda numbers ending number selected receive number reward if you have match please call number quoting claim code number standard rates apply
ham,Only saturday and sunday holiday so its very difficult:),only saturday sunday holiday so its very difficult
ham,Everybody had fun this evening. Miss you.,everybody had fun this evening miss you
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",got hella gas money want go grand nature adventure galileo little bit
ham,"I'm in a meeting, call me later at",i m meeting call me later
ham,Oh wow thats gay. Will firmware update help,oh wow thats gay will firmware update help
ham,These won't do. Have to move on to morphine,these won t do have move morphine
ham,How come i din c ü... Yup i cut my hair...,how come i din c yup i cut my hair
ham,K k pa Had your lunch aha.,k k pa had your lunch aha
ham,Oh ho. Is this the first time u use these type of words,oh ho this first time u use these type words
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth doing comedy captain tv he drunken
ham,Of course. I guess god's just got me on hold right now.,course i guess god s just got me hold right now
ham,Do you hide anythiing or keeping distance from me,do you hide anythiing keeping distance from me
ham,Havent.,havent
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,you being ripped off get your mobile content from url call number poly true pix ringtones games six downloads only number
ham,Sorry i din lock my keypad.,sorry i din lock my keypad
ham,Did u got that persons story,did u got that persons story
ham,Are you planning to come chennai?,you planning come chennai
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,we tried contact you re your reply our offer video phone number anytime any network mins half price line rental camcorder reply call number
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,god created gap btwn ur fingers so dat sum vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs
ham,We are okay. Going to sleep now. Later,we okay going sleep now later
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect yourself from e threats sib never asks sensitive information like passwords atm sms pin thru email never share your password anybody
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,finally it has happened aftr decades beer now cheaper than petrol goverment expects us drink but don t drive
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,number xmas reward waiting you our computer has randomly picked you from our loyal mobile customers receive number reward just call number
ham,Where r e meeting tmr?,where r e meeting tmr
ham,Lol yes. But it will add some spice to your day.,lol yes but it will add some spice your day
ham,Hope you are having a great day.,hope you having great day
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,our prasanth ettans mother passed away last night just pray her family
ham,"K, I'll work something out",k i ll work something out
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,private your number account statement shows number un redeemed s i m points call number identifier code number expires number number number
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,this message from great doctor india number do not drink appy fizz it contains cancer causing age
ham,I cant pick the phone right now. Pls send a message,i cant pick phone right now pls send message
ham,You call him and tell now infront of them. Call him now.,you call him tell now infront them call him now
ham,Ok no prob...,ok no prob
ham,Ladies first and genus second k .,ladies first genus second k
ham,No. Yes please. Been swimming?,no yes please been swimming
ham,Mum not going robinson already.,mum not going robinson already
ham,Ok set let u noe e details later...,ok set let u noe e details later
ham,Not..tel software name..,not tel software name
ham,I send the print  outs da.,i send print outs da
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat my mums nite what about moro
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",when i was born god said oh no another idiot when you were born god said oh no competition who knew one day these two will become freinds forever
ham,"I didnt get ur full msg..sometext is missing, send it again",i didnt get ur full msg sometext missing send it again
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",probably not i m almost out gas i get some cash tomorrow
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",customer service announcement we recently tried make delivery you but were unable do so please call number re schedule ref number
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,i forgot number ask all smth there s card da present lei how all want number write smth sign it
ham,I'm leaving my house now.,i m leaving my house now
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",hi babe its chloe how r u i was smashed saturday night it was great how was your weekend u been missing me sp visionsms com text stop stop p text
ham,Ü ready then call me...,ready then call me
ham,Wewa is 130. Iriver 255. All 128 mb.,wewa number iriver number all number mb
ham,It is a good thing I'm now getting the connection to bw,it good thing i m now getting connection bw
ham,Sry da..jst nw only i came to home..,sry da jst nw only i came home
ham,"That's cool he'll be here all night, lemme know when you're around",that s cool he ll be here all night lemme know when you re around
ham,Are you staying in town ?,you staying town
ham,"Haha yeah, 2 oz is kind of a shitload",haha yeah number oz kind shitload
ham,Ok u can take me shopping when u get paid =D,ok u can take me shopping when u get paid d
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life means lot me not because i love my life but because i love people my life world calls them friends i call them my world ge
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright we ll bring it you see you like lt gt mins
ham,But pls dont play in others life.,but pls dont play others life
ham,Eatin my lunch...,eatin my lunch
ham,Hmmm.but you should give it on one day..,hmmm but you should give it one day
ham,"Didn't try, g and I decided not to head out",didn t try g i decided not head out
ham,Ok no prob,ok no prob
ham,Surly ill give it to you:-) while coming to review.,surly ill give it you while coming review
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",by march ending i should be ready but will call you sure problem that my capital never complete how far you how s work ladies
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessy pls do me favor pls convey my birthday wishes nimya pls dnt forget it today her birthday shijas
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,pls give her food preferably pap very slowly loads sugar you can take up hour give it then some water very very slowly
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent your mobile no number was awarded number number bonus caller prize number number number this our nd attempt contact you call number number number box qu
ham,A guy who gets used but is too dumb to realize it.,guy who gets used but too dumb realize it
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",okey dokey i ll be over bit just sorting some stuff out
ham,Don no da:)whats you plan?,don no da whats you plan
ham,Yes fine ,yes fine
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win we have winner mr t foley won ipod more exciting prizes soon so keep eye ur mobile visit url
ham,I liked the new mobile,i liked new mobile
ham,Anytime...,anytime
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it
ham,Yar but they say got some error.,yar but they say got some error
ham,Hey anyway i have to :-),hey anyway i have
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,wow so healthy old airport rd lor cant thk anything else but i ll b bathing my dog later
ham,Wif my family booking tour package.,wif my family booking tour package
ham,"Did you say bold, then torch later. Or one torch and 2bold?",did you say bold then torch later one torch bold
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome i might need take you up that what you doin tonight
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya i knw u vl giv its ok thanks kano anyway enjoy wit ur family wit st salary
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,huh so slow i tot u reach long ago liao u number more days only i number more leh
ham,Thats cool princess! I will cover your face in hot sticky cum :),thats cool princess i will cover your face hot sticky cum
ham,Big brother‘s really scraped the barrel with this shower of social misfits,big brother s really scraped barrel this shower social misfits
ham,Oops i thk i dun haf enuff... I go check then tell ü..,oops i thk i dun haf enuff i go check then tell
ham,S:)8 min to go for lunch:),s number min go lunch
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey what happened u switch off ur cell d whole day this isnt good now if u do care give me call tomorrow
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",k will do addie amp i doing some art so i ll be here when you get home
ham,My uncles in Atlanta. Wish you guys a great semester.,my uncles atlanta wish you guys great semester
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo her lesson so early i m still sleepin haha okie u go home liao den confirm w me lor
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,forgot tell smth can like number sections so that it s clearer
ham,"Yup. Anything lor, if u dun wan it's ok...",yup anything lor if u dun wan it s ok
ham,"I'm home, my love ... If your still awake ... *loving kiss*",i m home my love if your still awake loving kiss
ham,HELLO PEACH! MY CAKE TASTS LUSH!,hello peach my cake tasts lush
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf number free from o games arcade st get ur games settings reply post then save activ press number key arcade termsapply
ham,"There'll be a minor shindig at my place later tonight, you interested?",there ll be minor shindig my place later tonight you interested
ham,Jason says it's cool if we pick some up from his place in like an hour,jason says it s cool if we pick some up from his place like hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",had your mobile number mths update latest camera video phones free keep ur same number get extra free mins texts text yes call
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,i career tel have added u as contact indyarocks com send free sms remove from phonebook sms no lt gt
ham,I've reached already.,i ve reached already
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,i dont know ask my brother nothing problem some thing that just i told
ham,K:)eng rocking in ashes:),k eng rocking ashes
ham,Wat time r ü going to xin's hostel?,wat time r going xin s hostel
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,good morning my dear shijutta have great amp successful day
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders number chance number win orig arcade game console press number games arcade std wap charge see o co uk games number terms settings no purchase
ham,Oh k:)after that placement there ah?,oh k after that placement there ah
ham,"Not for possession, especially not first offense",not possession especially not first offense
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt only driving even many reasons she called bbd thts it chikku then hw abt dvg cold heard tht vinobanagar violence hw condition hw ru any problem
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,i bought test yesterday its something that lets you know exact day u ovulate when will get u about number wks but pls pls dont fret i know u r worried pls relax also there anything ur past history u need tell me
ham,We have pizza if u want,we have pizza if u want
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",i keep seeing weird shit bein all woah then realising it s actually reasonable i m all oh
ham,Many more happy returns of the day. I wish you happy birthday.,many more happy returns day i wish you happy birthday
ham,Ya very nice. . .be ready on thursday,ya very nice be ready thursday
ham,I am in hospital da. . I will return home in evening,i am hospital da i will return home evening
ham,Thinking of u ;) x,thinking u x
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera you awarded sipix digital camera call number fromm landline delivery within number days
ham,Orh i tot u say she now still dun believe.,orh i tot u say she now still dun believe
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",when you just put sign choose my number pin will show right
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,beauty life next second which hides thousands secrets i wish every second will be wonderful ur life gud n
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,thanx u darlin im cool thanx few bday drinks number nite morrow off take care c u soon xxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",if you re still up maybe leave credit card so i can get gas when i get back like he told me
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,your weekly cool mob tones ready download this weeks new tones include number crazy frog axel f number akon lonely number black eyed dont p more info n
ham,Well boy am I glad G wasted all night at applebees for nothing,well boy am i glad g wasted all night applebees nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,cashbin co uk get lots cash this weekend url dear welcome weekend we have got our biggest best ever cash give away these
ham,Ok lor... Or u wan me go look 4 u?,ok lor u wan me go look number u
ham,U wan 2 haf lunch i'm in da canteen now.,u wan number haf lunch i m da canteen now
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,don t make life too stressfull always find time laugh it may not add years your life but surely adds more life ur years gud ni swt dreams
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey looks like i was wrong one kappa guys numbers still my phone if you want i can text him see if he s around
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent your mobile number has been awarded number prize guaranteed call number from land line claim number valid hrs only ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,thanks number your continued support your question this week will enter u our draw number number cash name new us president txt ans number
ham,I'm home. Doc gave me pain meds says everything is fine.,i m home doc gave me pain meds says everything fine
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),it s only number ard rest all ard number least which price number number bedrm number
ham,Me too! Have a lovely night xxx,me too have lovely night xxx
ham,Prepare to be pleasured :),prepare be pleasured
ham,Hi.:)technical support.providing assistance to us customer through call and email:),hi technical support providing assistance us customer through call email
ham,if you text on your way to cup stop that should work. And that should be BUS,if you text your way cup stop that should work that should be bus
